County Formatted,County,State Formatted,State,Population
McLean,MCLEAN,North Dakota,NORTHDAKOTA,9450
Mercer,MERCER,North Dakota,NORTHDAKOTA,8187
Morton,MORTON,North Dakota,NORTHDAKOTA,31364
Mountrail,MOUNTRAIL,North Dakota,NORTHDAKOTA,10545
Nelson,NELSON,North Dakota,NORTHDAKOTA,2879
Oliver,OLIVER,North Dakota,NORTHDAKOTA,1959
Pembina,PEMBINA,North Dakota,NORTHDAKOTA,6801
Pierce,PIERCE,North Dakota,NORTHDAKOTA,3975
Ramsey,RAMSEY,North Dakota,NORTHDAKOTA,11519
Ransom,RANSOM,North Dakota,NORTHDAKOTA,5218
Renville,RENVILLE,North Dakota,NORTHDAKOTA,2327
Richland,RICHLAND,North Dakota,NORTHDAKOTA,16177
Rolette,ROLETTE,North Dakota,NORTHDAKOTA,14176
Sargent,SARGENT,North Dakota,NORTHDAKOTA,3898
Sheridan,SHERIDAN,North Dakota,NORTHDAKOTA,1315
Sioux,SIOUX,North Dakota,NORTHDAKOTA,4230
Slope,SLOPE,North Dakota,NORTHDAKOTA,750
Stark,STARK,North Dakota,NORTHDAKOTA,31489
Steele,STEELE,North Dakota,NORTHDAKOTA,1890
Stutsman,STUTSMAN,North Dakota,NORTHDAKOTA,20704
Towner,TOWNER,North Dakota,NORTHDAKOTA,2189
Traill,TRAILL,North Dakota,NORTHDAKOTA,8036
Walsh,WALSH,North Dakota,NORTHDAKOTA,10641
Ward,WARD,North Dakota,NORTHDAKOTA,67641
Wells,WELLS,North Dakota,NORTHDAKOTA,3834
Williams,WILLIAMS,North Dakota,NORTHDAKOTA,37589
Adams,ADAMS,Ohio,OHIO,27698
Allen,ALLEN,Ohio,OHIO,102351
Ashland,ASHLAND,Ohio,OHIO,53484
Ashtabula,ASHTABULA,Ohio,OHIO,97241
Athens,ATHENS,Ohio,OHIO,65327
Auglaize,AUGLAIZE,Ohio,OHIO,45656
Belmont,BELMONT,Ohio,OHIO,67006
Brown,BROWN,Ohio,OHIO,43432
Butler,BUTLER,Ohio,OHIO,383134
Carroll,CARROLL,Ohio,OHIO,26914
Champaign,CHAMPAIGN,Ohio,OHIO,38885
Clark,CLARK,Ohio,OHIO,134083
Clermont,CLERMONT,Ohio,OHIO,206428
Clinton,CLINTON,Ohio,OHIO,41968
Columbiana,COLUMBIANA,Ohio,OHIO,101883
Coshocton,COSHOCTON,Ohio,OHIO,36600
Crawford,CRAWFORD,Ohio,OHIO,41494
Cuyahoga,CUYAHOGA,Ohio,OHIO,1235072
Darke,DARKE,Ohio,OHIO,51113
Defiance,DEFIANCE,Ohio,OHIO,38087
Delaware,DELAWARE,Ohio,OHIO,209177
Erie,ERIE,Ohio,OHIO,74266
Fairfield,FAIRFIELD,Ohio,OHIO,157574
Fayette,FAYETTE,Ohio,OHIO,28525
Franklin,FRANKLIN,Ohio,OHIO,1316756
Fulton,FULTON,Ohio,OHIO,42126
Gallia,GALLIA,Ohio,OHIO,29898
Geauga,GEAUGA,Ohio,OHIO,93649
Greene,GREENE,Ohio,OHIO,168937
Guernsey,GUERNSEY,Ohio,OHIO,38875
Hamilton,HAMILTON,Ohio,OHIO,817473
Hancock,HANCOCK,Ohio,OHIO,75783
Hardin,HARDIN,Ohio,OHIO,31365
Harrison,HARRISON,Ohio,OHIO,15040
Henry,HENRY,Ohio,OHIO,27006
Highland,HIGHLAND,Ohio,OHIO,43161
Hocking,HOCKING,Ohio,OHIO,28264
Holmes,HOLMES,Ohio,OHIO,43960
Huron,HURON,Ohio,OHIO,58266
Jackson,JACKSON,Ohio,OHIO,32413
Jefferson,JEFFERSON,Ohio,OHIO,65325
Knox,KNOX,Ohio,OHIO,62322
Lake,LAKE,Ohio,OHIO,230149
Lawrence,LAWRENCE,Ohio,OHIO,59463
Licking,LICKING,Ohio,OHIO,176862
Logan,LOGAN,Ohio,OHIO,45672
Lorain,LORAIN,Ohio,OHIO,309833
Lucas,LUCAS,Ohio,OHIO,428348
Madison,MADISON,Ohio,OHIO,44731
Mahoning,MAHONING,Ohio,OHIO,228683
Marion,MARION,Ohio,OHIO,65093
Medina,MEDINA,Ohio,OHIO,179746
Meigs,MEIGS,Ohio,OHIO,22907
Mercer,MERCER,Ohio,OHIO,41172
Miami,MIAMI,Ohio,OHIO,106987
Monroe,MONROE,Ohio,OHIO,13654
Montgomery,MONTGOMERY,Ohio,OHIO,531687
Morgan,MORGAN,Ohio,OHIO,14508
Morrow,MORROW,Ohio,OHIO,35328
Muskingum,MUSKINGUM,Ohio,OHIO,86215
Noble,NOBLE,Ohio,OHIO,14424
Ottawa,OTTAWA,Ohio,OHIO,40525
Paulding,PAULDING,Ohio,OHIO,18672
Perry,PERRY,Ohio,OHIO,36134
Pickaway,PICKAWAY,Ohio,OHIO,58457
Pike,PIKE,Ohio,OHIO,27772
Portage,PORTAGE,Ohio,OHIO,162466
Preble,PREBLE,Ohio,OHIO,40882
Putnam,PUTNAM,Ohio,OHIO,33861
Richland,RICHLAND,Ohio,OHIO,121154
Ross,ROSS,Ohio,OHIO,76666
Sandusky,SANDUSKY,Ohio,OHIO,58518
Scioto,SCIOTO,Ohio,OHIO,75314
Seneca,SENECA,Ohio,OHIO,55178
Shelby,SHELBY,Ohio,OHIO,48590
Stark,STARK,Ohio,OHIO,370606
Summit,SUMMIT,Ohio,OHIO,541013
Trumbull,TRUMBULL,Ohio,OHIO,197974
Tuscarawas,TUSCARAWAS,Ohio,OHIO,91987
Union,UNION,Ohio,OHIO,58988
Van Wert,VANWERT,Ohio,OHIO,28275
Vinton,VINTON,Ohio,OHIO,13085
Warren,WARREN,Ohio,OHIO,234602
Washington,WASHINGTON,Ohio,OHIO,59911
Wayne,WAYNE,Ohio,OHIO,115710
Williams,WILLIAMS,Ohio,OHIO,36692
Wood,WOOD,Ohio,OHIO,130817
Wyandot,WYANDOT,Ohio,OHIO,21772
Adair,ADAIR,Oklahoma,OKLAHOMA,22194
Alfalfa,ALFALFA,Oklahoma,OKLAHOMA,5702
Atoka,ATOKA,Oklahoma,OKLAHOMA,13758
Beaver,BEAVER,Oklahoma,OKLAHOMA,5311
Beckham,BECKHAM,Oklahoma,OKLAHOMA,21859
Blaine,BLAINE,Oklahoma,OKLAHOMA,9429
Bryan,BRYAN,Oklahoma,OKLAHOMA,47995
Caddo,CADDO,Oklahoma,OKLAHOMA,28762
Canadian,CANADIAN,Oklahoma,OKLAHOMA,148306
Carter,CARTER,Oklahoma,OKLAHOMA,48111
Cherokee,CHEROKEE,Oklahoma,OKLAHOMA,48657
Choctaw,CHOCTAW,Oklahoma,OKLAHOMA,14672
Cimarron,CIMARRON,Oklahoma,OKLAHOMA,2137
Cleveland,CLEVELAND,Oklahoma,OKLAHOMA,284014
Coal,COAL,Oklahoma,OKLAHOMA,5495
Comanche,COMANCHE,Oklahoma,OKLAHOMA,120749
Cotton,COTTON,Oklahoma,OKLAHOMA,5666
Craig,CRAIG,Oklahoma,OKLAHOMA,14142
Creek,CREEK,Oklahoma,OKLAHOMA,71522
Custer,CUSTER,Oklahoma,OKLAHOMA,29003
Delaware,DELAWARE,Oklahoma,OKLAHOMA,43009
Dewey,DEWEY,Oklahoma,OKLAHOMA,4891
Ellis,ELLIS,Oklahoma,OKLAHOMA,3859
Garfield,GARFIELD,Oklahoma,OKLAHOMA,61056
Garvin,GARVIN,Oklahoma,OKLAHOMA,27711
Grady,GRADY,Oklahoma,OKLAHOMA,55834
Grant,GRANT,Oklahoma,OKLAHOMA,4333
Greer,GREER,Oklahoma,OKLAHOMA,5712
Harmon,HARMON,Oklahoma,OKLAHOMA,2653
Harper,HARPER,Oklahoma,OKLAHOMA,3688
Haskell,HASKELL,Oklahoma,OKLAHOMA,12627
Hughes,HUGHES,Oklahoma,OKLAHOMA,13279
Jackson,JACKSON,Oklahoma,OKLAHOMA,24530
Jefferson,JEFFERSON,Oklahoma,OKLAHOMA,6002
Johnston,JOHNSTON,Oklahoma,OKLAHOMA,11085
Kay,KAY,Oklahoma,OKLAHOMA,43538
Kingfisher,KINGFISHER,Oklahoma,OKLAHOMA,15765
Kiowa,KIOWA,Oklahoma,OKLAHOMA,8708
Latimer,LATIMER,Oklahoma,OKLAHOMA,10073
Le Flore,LEFLORE,Oklahoma,OKLAHOMA,49853
Lincoln,LINCOLN,Oklahoma,OKLAHOMA,34877
Logan,LOGAN,Oklahoma,OKLAHOMA,48011
Love,LOVE,Oklahoma,OKLAHOMA,10253
McClain,MCCLAIN,Oklahoma,OKLAHOMA,40474
McCurtain,MCCURTAIN,Oklahoma,OKLAHOMA,32832
McIntosh,MCINTOSH,Oklahoma,OKLAHOMA,19596
Major,MAJOR,Oklahoma,OKLAHOMA,7629
Marshall,MARSHALL,Oklahoma,OKLAHOMA,16931
Mayes,MAYES,Oklahoma,OKLAHOMA,41100
Murray,MURRAY,Oklahoma,OKLAHOMA,14073
Muskogee,MUSKOGEE,Oklahoma,OKLAHOMA,67997
Noble,NOBLE,Oklahoma,OKLAHOMA,11131
Nowata,NOWATA,Oklahoma,OKLAHOMA,10076
Okfuskee,OKFUSKEE,Oklahoma,OKLAHOMA,11993
Oklahoma,OKLAHOMA,Oklahoma,OKLAHOMA,797434
Okmulgee,OKMULGEE,Oklahoma,OKLAHOMA,38465
Osage,OSAGE,Oklahoma,OKLAHOMA,46963
Ottawa,OTTAWA,Oklahoma,OKLAHOMA,31127
Pawnee,PAWNEE,Oklahoma,OKLAHOMA,16376
Payne,PAYNE,Oklahoma,OKLAHOMA,81784
Pittsburg,PITTSBURG,Oklahoma,OKLAHOMA,43654
Pontotoc,PONTOTOC,Oklahoma,OKLAHOMA,38284
Pottawatomie,POTTAWATOMIE,Oklahoma,OKLAHOMA,72592
Pushmataha,PUSHMATAHA,Oklahoma,OKLAHOMA,11096
Roger Mills,ROGERMILLS,Oklahoma,OKLAHOMA,3583
Rogers,ROGERS,Oklahoma,OKLAHOMA,92459
Seminole,SEMINOLE,Oklahoma,OKLAHOMA,24258
Sequoyah,SEQUOYAH,Oklahoma,OKLAHOMA,41569
Stephens,STEPHENS,Oklahoma,OKLAHOMA,43143
Texas,TEXAS,Oklahoma,OKLAHOMA,19983
Tillman,TILLMAN,Oklahoma,OKLAHOMA,7250
Tulsa,TULSA,Oklahoma,OKLAHOMA,651552
Wagoner,WAGONER,Oklahoma,OKLAHOMA,81289
Washington,WASHINGTON,Oklahoma,OKLAHOMA,51527
Washita,WASHITA,Oklahoma,OKLAHOMA,10916
Woods,WOODS,Oklahoma,OKLAHOMA,8793
Woodward,WOODWARD,Oklahoma,OKLAHOMA,20211
Baker,BAKER,Oregon,OREGON,16124
Benton,BENTON,Oregon,OREGON,93053
Clackamas,CLACKAMAS,Oregon,OREGON,418187
Clatsop,CLATSOP,Oregon,OREGON,40224
Columbia,COLUMBIA,Oregon,OREGON,52354
Coos,COOS,Oregon,OREGON,64487
Crook,CROOK,Oregon,OREGON,24404
Curry,CURRY,Oregon,OREGON,22925
Deschutes,DESCHUTES,Oregon,OREGON,197692
Douglas,DOUGLAS,Oregon,OREGON,110980
Gilliam,GILLIAM,Oregon,OREGON,1912
Grant,GRANT,Oregon,OREGON,7199
Harney,HARNEY,Oregon,OREGON,7393
Hood River,HOODRIVER,Oregon,OREGON,23382
Jackson,JACKSON,Oregon,OREGON,220944
Jefferson,JEFFERSON,Oregon,OREGON,24658
Josephine,JOSEPHINE,Oregon,OREGON,87487
Klamath,KLAMATH,Oregon,OREGON,68238
Lake,LAKE,Oregon,OREGON,7869
Lane,LANE,Oregon,OREGON,382067
Lincoln,LINCOLN,Oregon,OREGON,49962
Linn,LINN,Oregon,OREGON,129749
Malheur,MALHEUR,Oregon,OREGON,30571
Marion,MARION,Oregon,OREGON,347818
Morrow,MORROW,Oregon,OREGON,11603
Multnomah,MULTNOMAH,Oregon,OREGON,812855
Polk,POLK,Oregon,OREGON,86085
Sherman,SHERMAN,Oregon,OREGON,1780
Tillamook,TILLAMOOK,Oregon,OREGON,27036
Umatilla,UMATILLA,Oregon,OREGON,77950
Union,UNION,Oregon,OREGON,26835
Wallowa,WALLOWA,Oregon,OREGON,7208
Wasco,WASCO,Oregon,OREGON,26682
Washington,WASHINGTON,Oregon,OREGON,601592
Wheeler,WHEELER,Oregon,OREGON,1332
Yamhill,YAMHILL,Oregon,OREGON,107100
Adams,ADAMS,Pennsylvania,PENNSYLVANIA,103009
Allegheny,ALLEGHENY,Pennsylvania,PENNSYLVANIA,1216045
Armstrong,ARMSTRONG,Pennsylvania,PENNSYLVANIA,64735
Beaver,BEAVER,Pennsylvania,PENNSYLVANIA,163929
Bedford,BEDFORD,Pennsylvania,PENNSYLVANIA,47888
Berks,BERKS,Pennsylvania,PENNSYLVANIA,421164
Blair,BLAIR,Pennsylvania,PENNSYLVANIA,121829
Bradford,BRADFORD,Pennsylvania,PENNSYLVANIA,60323
Bucks,BUCKS,Pennsylvania,PENNSYLVANIA,628270
Butler,BUTLER,Pennsylvania,PENNSYLVANIA,187853
Cambria,CAMBRIA,Pennsylvania,PENNSYLVANIA,130192
Cameron,CAMERON,Pennsylvania,PENNSYLVANIA,4447
Carbon,CARBON,Pennsylvania,PENNSYLVANIA,64182
Centre,CENTRE,Pennsylvania,PENNSYLVANIA,162385
Chester,CHESTER,Pennsylvania,PENNSYLVANIA,524989
Clarion,CLARION,Pennsylvania,PENNSYLVANIA,38438
Clearfield,CLEARFIELD,Pennsylvania,PENNSYLVANIA,79255
Clinton,CLINTON,Pennsylvania,PENNSYLVANIA,38632
Columbia,COLUMBIA,Pennsylvania,PENNSYLVANIA,64964
Crawford,CRAWFORD,Pennsylvania,PENNSYLVANIA,84629
Cumberland,CUMBERLAND,Pennsylvania,PENNSYLVANIA,253370
Dauphin,DAUPHIN,Pennsylvania,PENNSYLVANIA,278299
Delaware,DELAWARE,Pennsylvania,PENNSYLVANIA,566747
Elk,ELK,Pennsylvania,PENNSYLVANIA,29910
Erie,ERIE,Pennsylvania,PENNSYLVANIA,269728
Fayette,FAYETTE,Pennsylvania,PENNSYLVANIA,129274
Forest,FOREST,Pennsylvania,PENNSYLVANIA,7247
Franklin,FRANKLIN,Pennsylvania,PENNSYLVANIA,155027
Fulton,FULTON,Pennsylvania,PENNSYLVANIA,14530
Greene,GREENE,Pennsylvania,PENNSYLVANIA,36233
Huntingdon,HUNTINGDON,Pennsylvania,PENNSYLVANIA,45144
Indiana,INDIANA,Pennsylvania,PENNSYLVANIA,84073
Jefferson,JEFFERSON,Pennsylvania,PENNSYLVANIA,43425
Juniata,JUNIATA,Pennsylvania,PENNSYLVANIA,24763
Lackawanna,LACKAWANNA,Pennsylvania,PENNSYLVANIA,209674
Lancaster,LANCASTER,Pennsylvania,PENNSYLVANIA,545724
Lawrence,LAWRENCE,Pennsylvania,PENNSYLVANIA,85512
Lebanon,LEBANON,Pennsylvania,PENNSYLVANIA,141793
Lehigh,LEHIGH,Pennsylvania,PENNSYLVANIA,369318
Luzerne,LUZERNE,Pennsylvania,PENNSYLVANIA,317417
Lycoming,LYCOMING,Pennsylvania,PENNSYLVANIA,113299
McKean,MCKEAN,Pennsylvania,PENNSYLVANIA,40625
Mercer,MERCER,Pennsylvania,PENNSYLVANIA,109424
Mifflin,MIFFLIN,Pennsylvania,PENNSYLVANIA,46138
Monroe,MONROE,Pennsylvania,PENNSYLVANIA,170271
Montgomery,MONTGOMERY,Pennsylvania,PENNSYLVANIA,830915
Montour,MONTOUR,Pennsylvania,PENNSYLVANIA,18230
Northampton,NORTHAMPTON,Pennsylvania,PENNSYLVANIA,305285
Northumberland,NORTHUMBERLAND,Pennsylvania,PENNSYLVANIA,90843
Perry,PERRY,Pennsylvania,PENNSYLVANIA,46272
Philadelphia,PHILADELPHIA,Pennsylvania,PENNSYLVANIA,1584064
Pike,PIKE,Pennsylvania,PENNSYLVANIA,55809
Potter,POTTER,Pennsylvania,PENNSYLVANIA,16526
Schuylkill,SCHUYLKILL,Pennsylvania,PENNSYLVANIA,141359
Snyder,SNYDER,Pennsylvania,PENNSYLVANIA,40372
Somerset,SOMERSET,Pennsylvania,PENNSYLVANIA,73447
Sullivan,SULLIVAN,Pennsylvania,PENNSYLVANIA,6066
Susquehanna,SUSQUEHANNA,Pennsylvania,PENNSYLVANIA,40328
Tioga,TIOGA,Pennsylvania,PENNSYLVANIA,40591
Union,UNION,Pennsylvania,PENNSYLVANIA,44923
Venango,VENANGO,Pennsylvania,PENNSYLVANIA,50668
Warren,WARREN,Pennsylvania,PENNSYLVANIA,39191
Washington,WASHINGTON,Pennsylvania,PENNSYLVANIA,206865
Wayne,WAYNE,Pennsylvania,PENNSYLVANIA,51361
Westmoreland,WESTMORELAND,Pennsylvania,PENNSYLVANIA,348899
Wyoming,WYOMING,Pennsylvania,PENNSYLVANIA,26794
York,YORK,Pennsylvania,PENNSYLVANIA,449058
Bristol,BRISTOL,Rhode Island,RHODEISLAND,48479
Kent,KENT,Rhode Island,RHODEISLAND,164292
Newport,NEWPORT,Rhode Island,RHODEISLAND,82082
Providence,PROVIDENCE,Rhode Island,RHODEISLAND,638931
Washington,WASHINGTON,Rhode Island,RHODEISLAND,125577
Abbeville,ABBEVILLE,South Carolina,SOUTHCAROLINA,24527
Aiken,AIKEN,South Carolina,SOUTHCAROLINA,170872
Allendale,ALLENDALE,South Carolina,SOUTHCAROLINA,8688
Anderson,ANDERSON,South Carolina,SOUTHCAROLINA,202558
Bamberg,BAMBERG,South Carolina,SOUTHCAROLINA,14066
Barnwell,BARNWELL,South Carolina,SOUTHCAROLINA,20866
Beaufort,BEAUFORT,South Carolina,SOUTHCAROLINA,192122
Berkeley,BERKELEY,South Carolina,SOUTHCAROLINA,227907
Calhoun,CALHOUN,South Carolina,SOUTHCAROLINA,14553
Charleston,CHARLESTON,South Carolina,SOUTHCAROLINA,411406
Cherokee,CHEROKEE,South Carolina,SOUTHCAROLINA,57300
Chester,CHESTER,South Carolina,SOUTHCAROLINA,32244
Chesterfield,CHESTERFIELD,South Carolina,SOUTHCAROLINA,45650
Clarendon,CLARENDON,South Carolina,SOUTHCAROLINA,33745
Colleton,COLLETON,South Carolina,SOUTHCAROLINA,37677
Darlington,DARLINGTON,South Carolina,SOUTHCAROLINA,66618
Dillon,DILLON,South Carolina,SOUTHCAROLINA,30479
Dorchester,DORCHESTER,South Carolina,SOUTHCAROLINA,162809
Edgefield,EDGEFIELD,South Carolina,SOUTHCAROLINA,27260
Fairfield,FAIRFIELD,South Carolina,SOUTHCAROLINA,22347
Florence,FLORENCE,South Carolina,SOUTHCAROLINA,138293
Georgetown,GEORGETOWN,South Carolina,SOUTHCAROLINA,62680
Greenville,GREENVILLE,South Carolina,SOUTHCAROLINA,523542
Greenwood,GREENWOOD,South Carolina,SOUTHCAROLINA,70811
Hampton,HAMPTON,South Carolina,SOUTHCAROLINA,19222
Horry,HORRY,South Carolina,SOUTHCAROLINA,354081
Jasper,JASPER,South Carolina,SOUTHCAROLINA,30073
Kershaw,KERSHAW,South Carolina,SOUTHCAROLINA,66551
Lancaster,LANCASTER,South Carolina,SOUTHCAROLINA,98012
Laurens,LAURENS,South Carolina,SOUTHCAROLINA,67493
Lee,LEE,South Carolina,SOUTHCAROLINA,16828
Lexington,LEXINGTON,South Carolina,SOUTHCAROLINA,298750
McCormick,MCCORMICK,South Carolina,SOUTHCAROLINA,9463
Marion,MARION,South Carolina,SOUTHCAROLINA,30657
Marlboro,MARLBORO,South Carolina,SOUTHCAROLINA,26118
Newberry,NEWBERRY,South Carolina,SOUTHCAROLINA,38440
Oconee,OCONEE,South Carolina,SOUTHCAROLINA,79546
Orangeburg,ORANGEBURG,South Carolina,SOUTHCAROLINA,86175
Pickens,PICKENS,South Carolina,SOUTHCAROLINA,126884
Richland,RICHLAND,South Carolina,SOUTHCAROLINA,415759
Saluda,SALUDA,South Carolina,SOUTHCAROLINA,20473
Spartanburg,SPARTANBURG,South Carolina,SOUTHCAROLINA,319785
Sumter,SUMTER,South Carolina,SOUTHCAROLINA,106721
Union,UNION,South Carolina,SOUTHCAROLINA,27316
Williamsburg,WILLIAMSBURG,South Carolina,SOUTHCAROLINA,30368
York,YORK,South Carolina,SOUTHCAROLINA,280979
Aurora,AURORA,South Dakota,SOUTHDAKOTA,2751
Beadle,BEADLE,South Dakota,SOUTHDAKOTA,18453
Bennett,BENNETT,South Dakota,SOUTHDAKOTA,3365
Bon Homme,BONHOMME,South Dakota,SOUTHDAKOTA,6901
Brookings,BROOKINGS,South Dakota,SOUTHDAKOTA,35077
Brown,BROWN,South Dakota,SOUTHDAKOTA,38839
Brule,BRULE,South Dakota,SOUTHDAKOTA,5297
Buffalo,BUFFALO,South Dakota,SOUTHDAKOTA,1962
Butte,BUTTE,South Dakota,SOUTHDAKOTA,10429
Campbell,CAMPBELL,South Dakota,SOUTHDAKOTA,1376
Charles Mix,CHARLESMIX,South Dakota,SOUTHDAKOTA,9292
Clark,CLARK,South Dakota,SOUTHDAKOTA,3736
Clay,CLAY,South Dakota,SOUTHDAKOTA,14070
Codington,CODINGTON,South Dakota,SOUTHDAKOTA,28009
Corson,CORSON,South Dakota,SOUTHDAKOTA,4086
Custer,CUSTER,South Dakota,SOUTHDAKOTA,8972
Davison,DAVISON,South Dakota,SOUTHDAKOTA,19775
Day,DAY,South Dakota,SOUTHDAKOTA,5424
Deuel,DEUEL,South Dakota,SOUTHDAKOTA,4351
Dewey,DEWEY,South Dakota,SOUTHDAKOTA,5892
Douglas,DOUGLAS,South Dakota,SOUTHDAKOTA,2921
Edmunds,EDMUNDS,South Dakota,SOUTHDAKOTA,3829
Fall River,FALLRIVER,South Dakota,SOUTHDAKOTA,6713
Faulk,FAULK,South Dakota,SOUTHDAKOTA,2299
Grant,GRANT,South Dakota,SOUTHDAKOTA,7052
Gregory,GREGORY,South Dakota,SOUTHDAKOTA,4185
Haakon,HAAKON,South Dakota,SOUTHDAKOTA,1899
Hamlin,HAMLIN,South Dakota,SOUTHDAKOTA,6164
Hand,HAND,South Dakota,SOUTHDAKOTA,3191
Hanson,HANSON,South Dakota,SOUTHDAKOTA,3453
Harding,HARDING,South Dakota,SOUTHDAKOTA,1298
Hughes,HUGHES,South Dakota,SOUTHDAKOTA,17526
Hutchinson,HUTCHINSON,South Dakota,SOUTHDAKOTA,7291
Hyde,HYDE,South Dakota,SOUTHDAKOTA,1301
Jackson,JACKSON,South Dakota,SOUTHDAKOTA,3344
Jerauld,JERAULD,South Dakota,SOUTHDAKOTA,2013
Jones,JONES,South Dakota,SOUTHDAKOTA,903
Kingsbury,KINGSBURY,South Dakota,SOUTHDAKOTA,4939
Lake,LAKE,South Dakota,SOUTHDAKOTA,12797
Lawrence,LAWRENCE,South Dakota,SOUTHDAKOTA,25844
Lincoln,LINCOLN,South Dakota,SOUTHDAKOTA,61128
Lyman,LYMAN,South Dakota,SOUTHDAKOTA,3781
McCook,MCCOOK,South Dakota,SOUTHDAKOTA,5586
McPherson,MCPHERSON,South Dakota,SOUTHDAKOTA,2379
Marshall,MARSHALL,South Dakota,SOUTHDAKOTA,4935
Meade,MEADE,South Dakota,SOUTHDAKOTA,28332
Mellette,MELLETTE,South Dakota,SOUTHDAKOTA,2061
Miner,MINER,South Dakota,SOUTHDAKOTA,2216
Minnehaha,MINNEHAHA,South Dakota,SOUTHDAKOTA,193134
Moody,MOODY,South Dakota,SOUTHDAKOTA,6576
Oglala Lakota,OGLALALAKOTA,South Dakota,SOUTHDAKOTA,14177
Pennington,PENNINGTON,South Dakota,SOUTHDAKOTA,113775
Perkins,PERKINS,South Dakota,SOUTHDAKOTA,2865
Potter,POTTER,South Dakota,SOUTHDAKOTA,2153
Roberts,ROBERTS,South Dakota,SOUTHDAKOTA,10394
Sanborn,SANBORN,South Dakota,SOUTHDAKOTA,2344
Spink,SPINK,South Dakota,SOUTHDAKOTA,6376
Stanley,STANLEY,South Dakota,SOUTHDAKOTA,3098
Sully,SULLY,South Dakota,SOUTHDAKOTA,1391
Todd,TODD,South Dakota,SOUTHDAKOTA,10177
Tripp,TRIPP,South Dakota,SOUTHDAKOTA,5441
Turner,TURNER,South Dakota,SOUTHDAKOTA,8384
Union,UNION,South Dakota,SOUTHDAKOTA,15932
Walworth,WALWORTH,South Dakota,SOUTHDAKOTA,5435
Yankton,YANKTON,South Dakota,SOUTHDAKOTA,22814
Ziebach,ZIEBACH,South Dakota,SOUTHDAKOTA,2756
Anderson,ANDERSON,Tennessee,TENNESSEE,76978
Bedford,BEDFORD,Tennessee,TENNESSEE,49713
Benton,BENTON,Tennessee,TENNESSEE,16160
Bledsoe,BLEDSOE,Tennessee,TENNESSEE,15064
Blount,BLOUNT,Tennessee,TENNESSEE,133088
Bradley,BRADLEY,Tennessee,TENNESSEE,108110
Campbell,CAMPBELL,Tennessee,TENNESSEE,39842
Cannon,CANNON,Tennessee,TENNESSEE,14678
Carroll,CARROLL,Tennessee,TENNESSEE,27767
Carter,CARTER,Tennessee,TENNESSEE,56391
Cheatham,CHEATHAM,Tennessee,TENNESSEE,40667
Chester,CHESTER,Tennessee,TENNESSEE,17297
Claiborne,CLAIBORNE,Tennessee,TENNESSEE,31959
Clay,CLAY,Tennessee,TENNESSEE,7615
Cocke,COCKE,Tennessee,TENNESSEE,36004
Coffee,COFFEE,Tennessee,TENNESSEE,56520
Crockett,CROCKETT,Tennessee,TENNESSEE,14230
Cumberland,CUMBERLAND,Tennessee,TENNESSEE,60520
Davidson,DAVIDSON,Tennessee,TENNESSEE,694144
Decatur,DECATUR,Tennessee,TENNESSEE,11663
DeKalb,DEKALB,Tennessee,TENNESSEE,20490
Dickson,DICKSON,Tennessee,TENNESSEE,53948
Dyer,DYER,Tennessee,TENNESSEE,37159
Fayette,FAYETTE,Tennessee,TENNESSEE,41133
Fentress,FENTRESS,Tennessee,TENNESSEE,18523
Franklin,FRANKLIN,Tennessee,TENNESSEE,42208
Gibson,GIBSON,Tennessee,TENNESSEE,49133
Giles,GILES,Tennessee,TENNESSEE,29464
Grainger,GRAINGER,Tennessee,TENNESSEE,23320
Greene,GREENE,Tennessee,TENNESSEE,69069
Grundy,GRUNDY,Tennessee,TENNESSEE,13427
Hamblen,HAMBLEN,Tennessee,TENNESSEE,64934
Hamilton,HAMILTON,Tennessee,TENNESSEE,367804
Hancock,HANCOCK,Tennessee,TENNESSEE,6620
Hardeman,HARDEMAN,Tennessee,TENNESSEE,25050
Hardin,HARDIN,Tennessee,TENNESSEE,25652
Hawkins,HAWKINS,Tennessee,TENNESSEE,56786
Haywood,HAYWOOD,Tennessee,TENNESSEE,17304
Henderson,HENDERSON,Tennessee,TENNESSEE,28117
Henry,HENRY,Tennessee,TENNESSEE,32345
Hickman,HICKMAN,Tennessee,TENNESSEE,25178
Houston,HOUSTON,Tennessee,TENNESSEE,8201
Humphreys,HUMPHREYS,Tennessee,TENNESSEE,18582
Jackson,JACKSON,Tennessee,TENNESSEE,11786
Jefferson,JEFFERSON,Tennessee,TENNESSEE,54495
Johnson,JOHNSON,Tennessee,TENNESSEE,17788
Knox,KNOX,Tennessee,TENNESSEE,470313
Lake,LAKE,Tennessee,TENNESSEE,7016
Lauderdale,LAUDERDALE,Tennessee,TENNESSEE,25633
Lawrence,LAWRENCE,Tennessee,TENNESSEE,44142
Lewis,LEWIS,Tennessee,TENNESSEE,12268
Lincoln,LINCOLN,Tennessee,TENNESSEE,34366
Loudon,LOUDON,Tennessee,TENNESSEE,54068
McMinn,MCMINN,Tennessee,TENNESSEE,53794
McNairy,MCNAIRY,Tennessee,TENNESSEE,25694
Macon,MACON,Tennessee,TENNESSEE,24602
Madison,MADISON,Tennessee,TENNESSEE,97984
Marion,MARION,Tennessee,TENNESSEE,28907
Marshall,MARSHALL,Tennessee,TENNESSEE,34375
